Sigla,Nome,Setor,Mercado
GAINL,Gladstone Investment Corporation 6.375% Series E Cumulative Term Preferred Stock due 2025,,NASDAQ
GAINM,Gladstone Investment Corporation 6.25% Series D Cumulative Term Preferred Stock,,NASDAQ
GALT,Galectin Therapeutics Inc. Common Stock,Health Care,NASDAQ
GAM,General American Investors Inc. Common Stock,,NASDAQ
GAM.PRB,General American Investors Inc.,,NASDAQ
GAN,GAN Limited Ordinary Shares,Technology,NASDAQ
GASS,StealthGas Inc. Common Stock,Transportation,NASDAQ
GATO,Gatos Silver Inc. Common Stock,Basic Industries,NASDAQ
GATX,GATX Corporation Common Stock,Consumer Services,NASDAQ
GAU,Galiano Gold Inc.,Basic Industries,NASDAQ
GB,Global Blue Group Holding AG Ordinary Shares,Technology,NASDAQ
GB.WS,Global Blue Group Holding AG Warrants exercisable for one Ordinary Share of Global Blue Group Holding AG at a price of $11.50 per share,,NASDAQ
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,,NASDAQ
GBCI,Glacier Bancorp Inc. Common Stock,Finance,NASDAQ
GBDC,Golub Capital BDC Inc. Common Stock,,NASDAQ
GBIO,Generation Bio Co. Common Stock,Health Care,NASDAQ
GBL,Gamco Investors Inc. Common Stock,Finance,NASDAQ
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),Finance,NASDAQ
GBLIL,Global Indemnity Group LLC 7.875% Subordinated Notes due 2047,Finance,NASDAQ
GBLK,GoodBulk Ltd.,,NASDAQ
GBR,New Concept Energy Inc Common Stock,Energy,NASDAQ
GBS,GBS Inc,,NASDAQ
GBT,Global Blood Therapeutics Inc. Common Stock,Health Care,NASDAQ
GBX,Greenbrier Companies Inc. (The) Common Stock,Capital Goods,NASDAQ
GCBC,Greene County Bancorp Inc. Common Stock,Finance,NASDAQ
GCI,Gannett Co. Inc. Common Stock,Consumer Services,NASDAQ
GCMG,GCM Grosvenor Inc. Class A Common Stock,Finance,NASDAQ
GCMGW,GCM Grosvenor Inc. Warrant,Finance,NASDAQ
GCO,Genesco Inc. Common Stock,Consumer Services,NASDAQ
GCP,GCP Applied Technologies Inc. Common Stock,Basic Industries,NASDAQ
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,,NASDAQ
GD,General Dynamics Corporation Common Stock,Capital Goods,NASDAQ
GDDY,GoDaddy Inc. Class A Common Stock,Technology,NASDAQ
GDEN,Golden Entertainment Inc. Common Stock,Consumer Services,NASDAQ
GDL,GDL Fund The Common Shares of Beneficial Interest,,NASDAQ
GDL.PRC,The GDL Fund,,NASDAQ
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,,NASDAQ
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,Finance,NASDAQ
GDP,Goodrich Petroleum Corporation Common Stock,Energy,NASDAQ
GDRX,GoodRx Holdings Inc. Class A Common Stock,Technology,NASDAQ
GDS,GDS Holdings Limited ADS,Technology,NASDAQ
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,,NASDAQ
GDV.PRG,The Gabelli Dividend & Income Trust,,NASDAQ
GDV.PRH,The Gabelli Dividend & Income Trust,,NASDAQ
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Technology,NASDAQ
GDYNW,Grid Dynamics Holdings Inc. Warrant,Technology,NASDAQ
GE,General Electric Company Common Stock,Energy,NASDAQ
GEC,Great Elm Capital Group Inc. NEW Common Stock,Technology,NASDAQ
GECC,Great Elm Capital Corp. Common Stock,,NASDAQ
GECCL,Great Elm Capital Corp. 6.50% Notes due 2022,,NASDAQ
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,,NASDAQ
GECCN,Great Elm Capital Corp. 6.5% Notes due 2024,,NASDAQ
GEF,Greif Inc. Class A Common Stock,,NASDAQ
GEF.B,Greif Inc. Corporation Class B Common Stock,,NASDAQ
GEL,Genesis Energy L.P. Common Units,Energy,NASDAQ
GEN           ,Genesis Healthcare Inc. Common Stock,Health Care,NASDAQ
GENC,Gencor Industries Inc. Common Stock,Capital Goods,NASDAQ
GENE,Genetic Technologies Ltd  Sponsored ADR,Health Care,NASDAQ
GEO,Geo Group Inc (The) REIT,Consumer Services,NASDAQ
GEOS,Geospace Technologies Corporation Common Stock (Texas),Capital Goods,NASDAQ
GER,Goldman Sachs MLP Energy Renaissance Fund,,NASDAQ
GERN,Geron Corporation Common Stock,Health Care,NASDAQ
GES,Guess? Inc. Common Stock,Consumer Non-Durables,NASDAQ
GEVO,Gevo Inc. Common Stock,Basic Industries,NASDAQ
GF,New Germany Fund Inc. (The) Common Stock,,NASDAQ
GFED,Guaranty Federal Bancshares Inc. Common Stock,Finance,NASDAQ
GFF,Griffon Corporation Common Stock,Capital Goods,NASDAQ
GFI,Gold Fields Limited American Depositary Shares,Basic Industries,NASDAQ
GFL,GFL Environmental Inc. Subordinate voting shares no par value,Public Utilities,NASDAQ
GFLU,GFL Environmental Inc. Tangible Equity Units,Public Utilities,NASDAQ
GFN,General Finance Corporation General Finance Corporation Common Stock,Technology,NASDAQ
GFNCP,General Finance Corporation Cumulative Redeemable Perpetual Preferred Series C,Technology,NASDAQ
GFNSL,General Finance Corporation Senior Notes due 2021,Technology,NASDAQ
GFNSZ,General Finance Corporation 7.875% Senior Notes due 2025,Technology,NASDAQ
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,Finance,NASDAQ
GGB,Gerdau S.A. Common Stock,Capital Goods,NASDAQ
GGG,Graco Inc. Common Stock,Capital Goods,NASDAQ
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest,,NASDAQ
GGN,GAMCO Global Gold Natural Resources & Income Trust,,NASDAQ
GGN.PRB,GAMCO Global Gold Natural Reources & Income Trust ,,NASDAQ
GGO,The Gabelli Go Anywhere Trust Common Shares of Beneficial Interest,,NASDAQ
GGO.PRA,The Gabelli Go Anywhere Trust,,NASDAQ
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,,NASDAQ
GGT.PRE,Gabelli Multi-Media Trust Inc. (The),,NASDAQ
GGT.PRG,Gabelli Multi-Media Trust Inc. (The),,NASDAQ
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,,NASDAQ
GGZ.PRA,Gabelli Global Small and Mid Cap Value Trust (The),,NASDAQ
GH,Guardant Health Inc. Common Stock,Health Care,NASDAQ
GHC,Graham Holdings Company Common Stock,Consumer Services,NASDAQ
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,Consumer Services,NASDAQ
GHIV,Gores Holdings IV Inc. Class A Common Stock,Finance,NASDAQ
GHIVU,Gores Holdings IV Inc. Unit,Finance,NASDAQ
GHIVW,Gores Holdings IV Inc. Warrant,Finance,NASDAQ
GHL,Greenhill & Co. Inc. Common Stock,Finance,NASDAQ
GHLD,Guild Holdings Company Class A Common Stock,Finance,NASDAQ
GHM,Graham Corporation Common Stock,Technology,NASDAQ
GHSI,Guardion Health Sciences Inc. Common Stock,Health Care,NASDAQ
GHVI,Gores Holdings VI Inc.,,NASDAQ
GHVIU,Gores Holdings VI Inc. Unit,Finance,NASDAQ
GHVIW,Gores Holdings VI Inc.,,NASDAQ
GHY,PGIM Global High Yield Fund Inc.,,NASDAQ
GIB,CGI Inc. Common Stock,Consumer Services,NASDAQ
GIFI,Gulf Island Fabrication Inc. Common Stock,Capital Goods,NASDAQ
GIGM,GigaMedia Limited Ordinary Shares,Technology,NASDAQ
GIII,G-III Apparel Group LTD. Common Stock,Consumer Non-Durables,NASDAQ
GIK,GigCapital3 Inc. Common Stock,Finance,NASDAQ
GIK.U,GigCapital3 Inc. Units each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock,,NASDAQ
GIK.WS,GigCapital3 Inc. Redeemable Warrants each exercisable for one share of Common Stock at an exercise price of $11.50 per share,,NASDAQ
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,Consumer Non-Durables,NASDAQ
GILD,Gilead Sciences Inc. Common Stock,Health Care,NASDAQ
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,Technology,NASDAQ
GIM,Templeton Global Income Fund Inc. Common Stock,,NASDAQ
GIS,General Mills Inc. Common Stock,Consumer Non-Durables,NASDAQ
GIX,GigCapital2 Inc. Common Stock,Finance,NASDAQ
GIX.RT,GigCapital2 Inc.,,NASDAQ
GIX.U,GigCapital2 Inc. Units each consisting of one share of Common Stock and one Warrant,,NASDAQ
GIX.WS,GigCapital2 Inc. Warrants exercisable for one share of Common Stock at an exercise price of $11.50 per share,,NASDAQ
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,Finance,NASDAQ
GJO,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,Finance,NASDAQ
GJP,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,,NASDAQ
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,,NASDAQ
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,Finance,NASDAQ
GJT,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,Finance,NASDAQ
GKOS,Glaukos Corporation Common Stock,Health Care,NASDAQ
GL,Globe Life Inc. Common Stock,Finance,NASDAQ
GL.PRC,Globe Life Inc.,,NASDAQ
GLAD,Gladstone Capital Corporation Common Stock,Consumer Non-Durables,NASDAQ
GLADD,Gladstone Capital Corporation 6.125% Notes due 2023,Consumer Non-Durables,NASDAQ
GLADL,Gladstone Capital Corporation 5.375% Notes due 2024,Consumer Non-Durables,NASDAQ
GLAQ,Globis Acquisition Corp.,,NASDAQ
GLAQU,Globis Acquisition Corp.,,NASDAQ
GLAQW,Globis Acquisition Corp.,,NASDAQ
GLBS,Globus Maritime Limited Common Stock,Transportation,NASDAQ
GLBZ,Glen Burnie Bancorp Common Stock,Finance,NASDAQ
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,Basic Industries,NASDAQ
GLDG,GoldMining Inc. Common Shares,Basic Industries,NASDAQ
GLEO,Galileo Acquisition Corp. Ordinary Shares,Finance,NASDAQ
GLEO.U,Galileo Acquisition Corp. Units each consisting of one Ordinary Share and one Redeemable Warrant,,NASDAQ
GLEO.WS,Galileo Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50,,NASDAQ
GLG,TD Holdings Inc. Common Stock,Finance,NASDAQ
GLIBA,GCI Liberty Inc. Class A Common Stock (DE),Public Utilities,NASDAQ
GLIBP,GCI Liberty Inc. Series A Cumulative Redeemable Preferred Stock (DE),Public Utilities,NASDAQ
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,Health Care,NASDAQ
GLNG,Golar Lng Ltd,Consumer Services,NASDAQ
GLO,Clough Global Opportunities Fund Common Stock,,NASDAQ
GLOB,Globant S.A. Common Shares,Technology,NASDAQ
GLOG,GasLog Ltd. Common Shares,Consumer Services,NASDAQ
GLOG.PRA,GasLog LP.,,NASDAQ
GLOP,GasLog Partners LP Common Units representing limited partnership interests,Consumer Services,NASDAQ
GLOP.PRA,GasLog Partners LP,,NASDAQ
GLOP.PRB,GasLog Partners LP,,NASDAQ
GLOP.PRC,GasLog Partners LP,,NASDAQ
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests,Energy,NASDAQ
GLP.PRA,Global Partners LP,,NASDAQ
GLPG,Galapagos NV American Depositary Shares,Health Care,NASDAQ
GLPI,Gaming and Leisure Properties Inc. Common Stock,Consumer Services,NASDAQ
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,,NASDAQ
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,Finance,NASDAQ
GLSI,Greenwich LifeSciences Inc. Common Stock,Health Care,NASDAQ
GLT,Glatfelter Corporation Common Stock,Basic Industries,NASDAQ
GLTO,Galecto Inc. Common Stock,Health Care,NASDAQ
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,,NASDAQ
GLU.PRA,The Gabelli Global Utility and Income Trust,,NASDAQ
GLU.PRB,The Gabelli Global Utility and Income Trust,,NASDAQ
GLUU,Glu Mobile Inc. Common Stock,Technology,NASDAQ
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,,NASDAQ
GLW,Corning Incorporated Common Stock,Basic Industries,NASDAQ
GLYC,GlycoMimetics Inc. Common Stock,Health Care,NASDAQ
GM,General Motors Company Common Stock,Capital Goods,NASDAQ
GMAB,Genmab A/S ADS,Health Care,NASDAQ
GMBL,Esports Entertainment Group Inc. Common Stock,Consumer Services,NASDAQ
GMBLW,Esports Entertainment Group Inc. Warrant,Consumer Services,NASDAQ
GMDA,Gamida Cell Ltd. Ordinary Shares,Health Care,NASDAQ
GME,GameStop Corporation Common Stock,Consumer Services,NASDAQ
GMED,Globus Medical Inc. Class A Common Stock,Health Care,NASDAQ
GMLP,Golar LNG Partners LP Common Units Representing Limited Partnership,Consumer Services,NASDAQ
GMLPP,Golar LNG Partners LP 8.75% Series A Cumulative Redeemable Preferred Units,Consumer Services,NASDAQ
GMRE,Global Medical REIT Inc. Common Stock,Consumer Services,NASDAQ
GMRE.PRA,Global Medical REIT Inc.,,NASDAQ
GMS,GMS Inc. Common Stock,Consumer Services,NASDAQ
GMTA,GATX Corporation 5.625% Senior Notes due 2066,Consumer Services,NASDAQ
GMVD,G Medical Innovations Holdings Ltd. Ordinary Shares,,NASDAQ
GNCA,Genocea Biosciences Inc. Common Stock,Health Care,NASDAQ
GNE,Genie Energy Ltd. Class B Common Stock Stock,Public Utilities,NASDAQ
GNE.PRA,Genie Energy Ltd.,,NASDAQ
GNFT,GENFIT S.A. American Depositary Shares,Health Care,NASDAQ
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),Transportation,NASDAQ
GNL,Global Net Lease Inc. Common Stock,Consumer Services,NASDAQ
GNL.PRA,Global Net Lease Inc.,,NASDAQ
GNL.PRB,Global Net Lease Inc.,,NASDAQ
GNLN,Greenlane Holdings Inc. Class A Common Stock,Capital Goods,NASDAQ
GNMK,GenMark Diagnostics Inc. Common Stock,Health Care,NASDAQ
GNPK.U,Genesis Park Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,,NASDAQ
GNPX,Genprex Inc. Common Stock,Health Care,NASDAQ
GNRC,Generac Holdlings Inc. Common Stock,Consumer Durables,NASDAQ
GNRS,Greenrose Acquisition Corp. Common Stock,Finance,NASDAQ
GNRSU,Greenrose Acquisition Corp. Unit,Finance,NASDAQ
GNRSW,Greenrose Acquisition Corp. Warrant,Finance,NASDAQ
GNSS,Genasys Inc. Common Stock,Consumer Non-Durables,NASDAQ
GNT,GAMCO Natural Resources Gold & Income Trust,,NASDAQ
GNT.PRA,GAMCO Natural Resources Gold & Income Tust ,,NASDAQ
GNTX,Gentex Corporation Common Stock,Capital Goods,NASDAQ
GNTY,Guaranty Bancshares Inc. Common Stock,Finance,NASDAQ
GNUS,Genius Brands International Inc. Common Stock,Consumer Services,NASDAQ
GNW,Genworth Financial Inc Common Stock,Finance,NASDAQ
GO,Grocery Outlet Holding Corp. Common Stock,Consumer Services,NASDAQ
GOAC,GO Acquisition Corp. Class A Common Stock,Finance,NASDAQ
GOAC.U,GO Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Warrant,,NASDAQ
GOAC.WS,GO Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,,NASDAQ
GOCO,GoHealth Inc. Class A Common Stock,Finance,NASDAQ
GOED,1847 Goedeker Inc. Commom Stock,Consumer Services,NASDAQ
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,,NASDAQ
GOGL,Golden Ocean Group Limited Common Stock,Consumer Services,NASDAQ
GOGO,Gogo Inc. Common Stock,Consumer Services,NASDAQ
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,Transportation,NASDAQ
GOLD,Barrick Gold Corporation Common Stock (BC),Basic Industries,NASDAQ
GOLF,Acushnet Holdings Corp. Common Stock,Consumer Non-Durables,NASDAQ
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,Consumer Services,NASDAQ
GOODM,Gladstone Commercial Corporation Series D Cumulative Redeemable Preferred Stock,Consumer Services,NASDAQ
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,Consumer Services,NASDAQ
GOOG,Alphabet Inc. Class C Capital Stock,Technology,NASDAQ
GOOGL,Alphabet Inc. Class A Common Stock,Technology,NASDAQ
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,Consumer Non-Durables,NASDAQ
GORO,Gold Resource Corporation Common Stock,Basic Industries,NASDAQ
GOSS,Gossamer Bio Inc. Common Stock,Health Care,NASDAQ
GOVX,GeoVax Labs Inc. Common Stock,Health Care,NASDAQ
GOVXW,GeoVax Labs Inc. Warrants,Health Care,NASDAQ
GOVZ,iShares 25  Year Treasury STRIPS Bond ETF,,NASDAQ
GP,GreenPower Motor Company Inc. Common Shares,Capital Goods,NASDAQ
GPC,Genuine Parts Company Common Stock,Capital Goods,NASDAQ
GPI,Group 1 Automotive Inc. Common Stock,Consumer Durables,NASDAQ
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,Public Utilities,NASDAQ
GPK,Graphic Packaging Holding Company,Consumer Durables,NASDAQ
GPL,Great Panther Mining Limited Ordinary Shares (Canada),Basic Industries,NASDAQ
GPM,Guggenheim Enhanced Equity Income Fund,,NASDAQ
GPMT,Granite Point Mortgage Trust Inc. Common Stock,Consumer Services,NASDAQ
GPN,Global Payments Inc. Common Stock,Miscellaneous,NASDAQ
GPP,Green Plains Partners LP Common Units,Basic Industries,NASDAQ
GPRE,Green Plains Inc. Common Stock,Basic Industries,NASDAQ
GPRK,Geopark Ltd Common Shares,Energy,NASDAQ
GPRO,GoPro Inc. Class A Common Stock,Miscellaneous,NASDAQ
GPS,Gap Inc. (The) Common Stock,Consumer Services,NASDAQ
GPX,GP Strategies Corporation Common Stock,Consumer Services,NASDAQ
GRA,W.R. Grace & Co. Common Stock,Basic Industries,NASDAQ
GRAY,Graybug Vision Inc. Common Stock,Health Care,NASDAQ
GRBK,Green Brick Partners Inc. Common Stock,Capital Goods,NASDAQ
GRC,Gorman-Rupp Company (The) Common Stock,Capital Goods,NASDAQ
GRCY,Greencity Acquisition Corporation Ordinary Shares,Finance,NASDAQ
GRCYU,Greencity Acquisition Corporation Unit,Finance,NASDAQ
GRCYW,Greencity Acquisition Corporation Warrants,Finance,NASDAQ
GRF,Eagle Capital Growth Fund Inc. Common Stock,,NASDAQ
GRFS,Grifols S.A. American Depositary Shares,Health Care,NASDAQ
GRIF,Griffin Industrial Realty Inc. Common Stock,Finance,NASDAQ
GRIL,Muscle Maker Inc Common Stock,Consumer Services,NASDAQ
GRIN,Grindrod Shipping Holdings Ltd. Ordinary Shares,Transportation,NASDAQ
GRMN,Garmin Ltd. Common Stock (Switzerland),Capital Goods,NASDAQ
GRNQ,Greenpro Capital Corp. Common Stock,Technology,NASDAQ
GRNV,GreenVision Acquisition Corp Common stock,Health Care,NASDAQ
GRNVR,GreenVision Acquisition Corp Rights,Health Care,NASDAQ
GRNVU,GreenVision Acquisition Corp Unit ,Health Care,NASDAQ
GRNVW,GreenVision Acquisition Corp Warrant,Health Care,NASDAQ
GROW,U.S. Global Investors Inc. Class A Common Stock,Finance,NASDAQ
GRP.U,Granite Real Estate Inc. Stapled Units each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.,,NASDAQ
GRPN,Groupon Inc. Common Stock,Technology,NASDAQ
GRSV,Gores Holdings V Inc. Common stock,Finance,NASDAQ
GRSVU,Gores Holdings V Inc. Unit,Finance,NASDAQ
GRSVW,Gores Holdings V Inc. Warrant,Finance,NASDAQ
GRTS,Gritstone Oncology Inc. Common Stock,Health Care,NASDAQ
GRTX,Galera Therapeutics Inc. Common Stock,Health Care,NASDAQ
GRUB,GrubHub Inc. Common Stock,Miscellaneous,NASDAQ
GRVY,GRAVITY Co. Ltd. American Depository Shares,Miscellaneous,NASDAQ
GRWG,GrowGeneration Corp. Common Stock,Consumer Services,NASDAQ
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest,,NASDAQ
GRX.PRB,The Gabelli Healthcare & Wellness Trust,,NASDAQ
GS,Goldman Sachs Group Inc. (The) Common Stock,Finance,NASDAQ
GS.PRA,Goldman Sachs Group Inc. (The),,NASDAQ
GS.PRC,Goldman Sachs Group Inc. (The),,NASDAQ
GS.PRD,Goldman Sachs Group Inc. (The),,NASDAQ
GS.PRJ,Goldman Sachs Group Inc. (The),,NASDAQ
GS.PRK,Goldman Sachs Group Inc. (The),,NASDAQ
GS.PRN,Goldman Sachs Group Inc. (The),,NASDAQ
GSAH,GS Acquisition Holdings Corp II Class A Common Stock,Finance,NASDAQ
GSAH.U,GS Acquisition Holdings Corp II Units each consisting of one share of Class A Common Stock and one-quarter of one redeemable Warrant,,NASDAQ
GSAH.WS,GS Acquisition Holdings Corp II Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,,NASDAQ
GSAT,Globalstar Inc. Common Stock,Consumer Services,NASDAQ
GSBC,Great Southern Bancorp Inc. Common Stock,Finance,NASDAQ
GSBD,Goldman Sachs BDC Inc. Common Stock,,NASDAQ
GSEE,Goldman Sachs MarketBeta Emerging Markets Equity ETF,,NASDAQ
GSHD,Goosehead Insurance Inc. Class A Common Stock,Finance,NASDAQ
GSID,Goldman Sachs MarketBeta International Equity ETF,,NASDAQ
GSIT,GSI Technology Common Stock,Technology,NASDAQ
GSK,GlaxoSmithKline PLC Common Stock,Health Care,NASDAQ
GSKY,GreenSky Inc. Class A Common Stock,Miscellaneous,NASDAQ
GSL,Global Ship Lease Inc New Class A Common Shares,Transportation,NASDAQ
GSL.PRB,Global Ship Lease Inc.,,NASDAQ
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024,Transportation,NASDAQ
GSM,Ferroglobe PLC Ordinary Shares,Basic Industries,NASDAQ
GSMG,Glory Star New Media Group Holdings Limited Ordinary Share,Technology,NASDAQ
GSMGW,Glory Star New Media Group Holdings Limited Warrant expiring 2/13/2025,Technology,NASDAQ
GSS,Golden Star Resources Ltd Common Stock,Basic Industries,NASDAQ
GSUM,Gridsum Holding Inc. American Depositary Shares,Technology,NASDAQ
GSUS,Goldman Sachs MarketBeta U.S. Equity ETF,,NASDAQ
GSV,Gold Standard Ventures Corporation Common Stock (Canada),Basic Industries,NASDAQ
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares,Consumer Services,NASDAQ
GT,The Goodyear Tire & Rubber Company Common Stock,Consumer Durables,NASDAQ
GTE,Gran Tierra Energy Inc. Common Stock,Energy,NASDAQ
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,Technology,NASDAQ
GTES,Gates Industrial Corporation plc Ordinary Shares,Technology,NASDAQ
GTH,Genetron Holdings Limited ADS,Health Care,NASDAQ
GTHX,G1 Therapeutics Inc. Common Stock,Health Care,NASDAQ
GTIM,Good Times Restaurants Inc. Common Stock,Consumer Services,NASDAQ
GTIP,Goldman Sachs Access Inflation Protected USD Bond ETF,,NASDAQ
GTLS,Chart Industries Inc. Common Stock,Capital Goods,NASDAQ
GTN,Gray Television Inc. Common Stock,Consumer Services,NASDAQ
GTN.A,Gray Television Inc. CLass A Common Stock,,NASDAQ
GTS,Triple-S Management Corporation Class B Common Stock,Finance,NASDAQ
GTT,GTT Communications Inc. Common Stock,Public Utilities,NASDAQ
GTY,Getty Realty Corporation Common Stock,Finance,NASDAQ
GTYH,GTY Technology Holdings Inc. Common Stock,Technology,NASDAQ
GURE,Gulf Resources Inc. (NV) Common Stock,Basic Industries,NASDAQ
GUT,Gabelli Utility Trust (The) Common Stock,,NASDAQ
GUT.PRA,Gabelli Utility Trust (The),,NASDAQ
GUT.PRC,Gabelli Utility Trust (The),,NASDAQ
GV,Goldfield Corporation (The) Common Stock,Basic Industries,NASDAQ
GVA,Granite Construction Incorporated Common Stock,Basic Industries,NASDAQ
GVP,GSE Systems Inc. Common Stock,Technology,NASDAQ
GWAC,Good Works Acquisition Corp. Common Stock,Finance,NASDAQ
GWACW,Good Works Acquisition Corp. Warrant,Finance,NASDAQ
GWB,Great Western Bancorp Inc. Common Stock,Finance,NASDAQ
GWGH,GWG Holdings Inc Common Stock,Finance,NASDAQ
GWPH,GW Pharmaceuticals Plc American Depositary Shares,Health Care,NASDAQ
GWRE,Guidewire Software Inc. Common Stock,Technology,NASDAQ
GWRS,Global Water Resources Inc. Common Stock,Public Utilities,NASDAQ
GWW,W.W. Grainger Inc. Common Stock,Consumer Services,NASDAQ
GXGX,GX Acquisiton Corp. Class A Common Stock,Finance,NASDAQ
GXGXU,GX Acquisiton Corp. Unit,Finance,NASDAQ
GXGXW,GX Acquisiton Corp. Warrant,Finance,NASDAQ
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications Inc.) Collared Floating Rate Cllable Certificates,Finance,NASDAQ
GYRO,Gyrodyne LLC Common Stock,Consumer Services,NASDAQ
H,Hyatt Hotels Corporation Class A Common Stock,Consumer Services,NASDAQ
HA,Hawaiian Holdings Inc. Common Stock,Transportation,NASDAQ
HAACU,Health Assurance Acquisition Corp. SAIL Securities,Finance,NASDAQ
HAE,Haemonetics Corporation Common Stock,Health Care,NASDAQ
HAFC,Hanmi Financial Corporation Common Stock,Finance,NASDAQ
HAIN,Hain Celestial Group Inc. (The) Common Stock,Consumer Non-Durables,NASDAQ
HAL,Halliburton Company Common Stock,Energy,NASDAQ
HALL,Hallmark Financial Services Inc. Common Stock,Finance,NASDAQ
HALO,Halozyme Therapeutics Inc. Common Stock,Health Care,NASDAQ
HAPP,Happiness Biotech Group Limited Ordinary Shares,Consumer Durables,NASDAQ
HARP,Harpoon Therapeutics Inc. Common Stock,Health Care,NASDAQ
HAS,Hasbro Inc. Common Stock,Consumer Non-Durables,NASDAQ
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock,Consumer Services,NASDAQ
HAYN,Haynes International Inc. Common Stock,Capital Goods,NASDAQ
HBAN,Huntington Bancshares Incorporated Common Stock,Finance,NASDAQ
HBANN,Huntington Bancshares Incorporated Depositary Shares each representing a 1/40th interest in a share of 5.875% Series C Non-Cumulative Perpetual Preferred Stock,Finance,NASDAQ
HBANO,Huntington Bancshares Incorporated Depositary Shares,Finance,NASDAQ
HBB,Hamilton Beach Brands Holding Company Class A Common Stock ,Consumer Durables,NASDAQ
HBCP,Home Bancorp Inc. Common Stock,Finance,NASDAQ
HBI,Hanesbrands Inc. Common Stock,Consumer Services,NASDAQ
HBIO,Harvard Bioscience Inc. Common Stock,Capital Goods,NASDAQ
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),Basic Industries,NASDAQ
HBMD,Howard Bancorp Inc. Common Stock,Finance,NASDAQ
HBNC,Horizon Bancorp Inc. Common Stock,Finance,NASDAQ
HBP,Huttig Building Products Inc. Common Stock,Consumer Services,NASDAQ
HBT,HBT Financial Inc. Common Stock,Finance,NASDAQ
